IDNO,State,Class,Name,Population,Lat,Long
4422,Zakahigan,town,Imupaha,44524,,
4423,Zakahigan,town,Upper Araminta,,,
4424,Zakahigan,village,Shopping Area,,,
4425,Zakahigan,town,Miquadenim,36357,,
4426,Zakahigan,town,Maquakee Flats,,,
4427,Zakahigan,town,Wamnaka Falls,76058,,
4428,Zakahigan,town,Summerfield,9125,,
4429,Zakahigan,town,North Plainsburgh,159062,,
4430,Zakahigan,town,Wimuhakee,13038,,
4431,Zakahigan,town,New Waltmore Township,55970,,
4432,Zakahigan,town,Parkside,30407,,
4433,Zakahigan,town,Centennial,31231,,
4434,Zakahigan,town,Minnika,57589,,
4435,Zakahigan,village,Okosiman,,,
4436,Zakahigan,town,Nawiden,68444,,
4437,Zakahigan,village,Schwartzberg,300,,
4438,Zakahigan,town,Cathammer,17120,,
4439,Zakahigan,town,Mennowici,4300,,
4440,Zakahigan,hamlet,Airport Hamlet,,,
4441,Zakahigan,town,Three Waters,37000,,
4442,Zakahigan,town,Springford,9848,,
4443,Zakahigan,city,Clay,81555,,
4444,Zakahigan,town,Obsidian,,,
4445,Zakahigan,town,Oshawasko,63628,,
4446,Zakahigan,village,Nolma,,,
4447,Zakahigan,town,Glenway Shores,,,
4448,Zakahigan,town,Fairville,129516,,
4449,Zakahigan,town,Quinton,20723,,
4450,Zakahigan,village,Wrigglesworth Township,,,
4451,Zakahigan,village,New Beddington,,,
4452,Zakahigan,village,Bagan,24650,,
4453,Zakahigan,town,Suntoka,57536,,
4454,Zakahigan,town,Astrid,31084,,
4455,Zakahigan,town,Effesian Fork,17933,,
4456,Zakahigan,town,Collinsville,77710,,
4457,Zakahigan,town,Monish-Tonish,49678,,
4458,Zakahigan,town,Lemon Stop,39312,,
4459,Zakahigan,village,Copper Township,,,
4460,Zakahigan,town,Koperberg,,,
4461,Zakahigan,town,Giles Township,,,
4462,Zakahigan,town,Violet Township,,,
4463,Zakahigan,town,Norman Trails,,,
4464,Zakahigan,town,Hazen,,,
4465,Zakahigan,town,Shortbridge,22472,,
4466,Zakahigan,town,Laycock,3000,,
4467,Zakahigan,town,Progress,3000,,
4468,Zakahigan,town,Akisita,3000,,
4469,Zakahigan,town,Binesi,3100,,
4470,Zakahigan,town,Rabbit Wood,3000,,
4471,Zakahigan,town,Memoquido,3000,,
4472,Zakahigan,town,Dillingham,3000,,
4473,Zakahigan,town,Charming,8300,,
4474,Zakahigan,village,Nowhere,,,
4475,Zakahigan,town,Flat Strip,4932,,
4476,Zakahigan,village,Grayling,,,
4477,Zakahigan,village,Creekside,800,,
4478,Zakahigan,town,Weston,26203,,
4479,Zakahigan,village,Greenville,1500,,
4480,Zakahigan,town,Potter,,,
4481,Zakahigan,town,Beskooti,,,
4483,Zakahigan,town,Marenzi Township,,,
4484,Zakahigan,town,Cold Spring,,,
4485,Zakahigan,town,Highwater,5500,,
4486,Zakahigan,town,South Bixoheni,20600,,
4487,Zakahigan,town,Pine Township,30000,,
4488,Zakahigan,town,Edgewood,8800,,
4489,Zakahigan,town,Ayustang,8100,,
4490,Zakahigan,town,Y,2500,,
4491,Zakahigan,village,Hamish,,,
4492,Zakahigan,town,Woodchuck,5296,,
4493,Zakahigan,village,Wolverine,,,
4494,Zakahigan,village,Green City,672,,
4495,Zakahigan,village,Gramercy Township,15858,,
4496,Zakahigan,village,Marian Township,14323,,
4497,Zakahigan,town,Bratt Township,14932,,
4498,Zakahigan,town,Maplegrove,,,
4499,Zakahigan,village,Erabliere Township,,,
4500,Zakahigan,village,Dubois,,,
4501,Zakahigan,village,Middleton,,,
4502,Zakahigan,village,Youngtown,,,
4503,Zakahigan,village,Stanton,,,
4504,Zakahigan,hamlet,Hospital Point,,,
4505,Zakahigan,hamlet,Swanahaw Industrial Park,,,
4506,Zakahigan,town,Kimmel,38292,,
4507,Zakahigan,village,Hero,,,
4508,Zakahigan,village,Plateau,,,
4509,Zakahigan,village,Takinkam Corner,,,
4510,Zakahigan,village,Pieszecki Township,,,
4511,Zakahigan,village,LeKay,,,
4512,Zakahigan,village,Bambrough,,,
4513,Zakahigan,town,Mississaukee,,,
4514,Zakahigan,village,Old Trail,,,
4515,Zakahigan,village,Cleeves Township,,,
4516,Zakahigan,village,Yoxtheimer,,,
4517,Zakahigan,town,Five Hamlets,1700,,
4518,Zakahigan,village,Northfield,,,
4519,Zakahigan,hamlet,Mahpiya North,330,,
4520,Zakahigan,hamlet,Mahpiya West,330,,
4521,Zakahigan,hamlet,Mahpiya East,330,,
4522,Zakahigan,hamlet,Watoto West,330,,
4523,Zakahigan,hamlet,Watoto East,330,,
4524,Zakahigan,town,Lac Noveau,,,
4525,Zakahigan,hamlet,South Chester,,,
4526,Zakahigan,hamlet,La Pere,,,
4527,Zakahigan,village,Ball,,,
4528,Zakahigan,town,Mennowa City,,,
4529,Zakahigan,village,Mont Poubelle,,,
4530,Zakahigan,town,Watering Hole,,,
4531,Zakahigan,town,Wagmuska,,,
4532,Zakahigan,town,Brook River,32094,,
4533,Zakahigan,village,Braden,,,
4534,Zakahigan,village,Scion Township,,,
4535,Zakahigan,village,Vineshank Township,,,
4536,Zakahigan,village,Peralta,,,
4537,Zakahigan,village,Kiefaber Township,,,
4538,Zakahigan,village,Badger Township,,,
4539,Zakahigan,village,Venus Township,,,
4540,Zakahigan,village,Mostafa Township,,,
4541,Zakahigan,village,Saparova Township,,,
4542,Zakahigan,village,Schall Township,,,
4543,Zakahigan,village,Fernos Township,,,
4544,Zakahigan,village,Cattle Township,,,
4545,Zakahigan,village,Dudenhoeffer Township,,,
4546,Zakahigan,village,Palmiere Township,,,
4547,Zakahigan,village,McInerney Township,,,
4548,Zakahigan,village,Tulip Township,,,
4549,Zakahigan,village,Overdeck Township,,,
4550,Zakahigan,village,Meitner Township,,,
4551,Zakahigan,village,Ratner Township,,,
4552,Zakahigan,village,Campanur Township,,,
4553,Zakahigan,village,Coppinger Township,,,
4554,Zakahigan,town,Blairwood,,,
4555,Zakahigan,town,Worthington,,,
4556,Zakahigan,town,Stringfield,,,
4557,Zakahigan,town,Bonnemer,,,
4558,Zakahigan,village,Lake Bareilles Township,,,
4559,Zakahigan,town,Simone,,,
4560,Zakahigan,village,Small Rock,,,
4561,Zakahigan,town,Goodman,,,
4562,Zakahigan,town,Wabiquey,,,
4563,Zakahigan,town,Boar Lake,,,
4564,Zakahigan,town,Southbrook,,,
4565,Zakahigan,city,Plainsburgh,318685,,
4566,Zakahigan,town,Summerfield,9474,,
4567,Zakahigan,town,Woodchuck,,,
4568,Zakahigan,city,Carmen,79345,,
4569,Zakahigan,town,Town of Swanahaw,,,
4570,Zakahigan,town,Town of Alexander,,,
4572,Zakahigan,town,Marvin Township,,,
4573,Zakahigan,town,Salmon Township,5533,,
4574,Zakahigan,town,Ohanzee Township,701,,
4575,Zakahigan,town,Town of Maplegrove,,,
4576,Zakahigan,hamlet,Cumming,13724,,
4577,Zakahigan,town,Marvin Township,3471,,
4578,Zakahigan,town,Salmon Township,5547,,
4579,Zakahigan,town,Art Township,1845,,
4580,Tennewa,city,Dodger Bluffs,,,
4581,Tennewa,city,Barstone,400000,,
4582,Tennewa,city,Saint Eustace,,,
4583,Tennewa,town,Neneesoonee,,,
4584,Tennewa,town,Wynonah,,,
4585,Tennewa,town,Cawfield,,,
4586,Tennewa,city,Ryle,,,
4587,Tennewa,city,Kirkaldy,,,
4588,Tennewa,city,Chottane,,,
4589,Tennewa,town,Harmony,,,
4590,Tennewa,town,Anckawatchiup,,,
4591,Tennewa,town,Raus,,,
4592,Tennewa,town,Abercanelli,,,
4593,Tennewa,town,Marston City,,,
4594,Tennewa,town,South Clifton,,,
4595,Tennewa,town,Pocheeneehee,,,
4596,Tennewa,town,Ernestville,,,
4597,Tennewa,town,Washioute,,,
4598,Tennewa,town,Loch Mare,,,
4599,Tennewa,city,Saint Andrew,,,
4600,Tennewa,town,Craigends,,,
4601,Tennewa,town,Devon Bluffs,16718,,
4602,Tennewa,town,Grandeville,,,
4603,Tennewa,town,Neemaha,,,
4604,Tennewa,town,Blythswood,,,
4605,Tennewa,town,Eideann,,,
4606,Tennewa,town,Blackburn,,,
4607,Tennewa,town,Wyndham,,,
4608,Tennewa,town,Torlundy,,,
4609,Tennewa,town,Bannock,,,
4610,Tennewa,town,Aspen Park,,,
4611,Tennewa,town,New Pern,,,
4612,Tennewa,village,Curshoe Spring,,,
4613,Tennewa,town,Weber,,,
4614,Tennewa,town,Auburn Falls,,,
4615,Tennewa,town,Clearmont,,,
4616,Tennewa,town,Arice Bluffs,,,
4617,Tennewa,town,Gate Falls,,,
4618,Tennewa,town,Filsonville,,,
4619,Tennewa,town,Rawlins Bluffs,,,
4620,Tennewa,town,Promming,,,
4621,Tennewa,town,Felicity,,,
4622,Tennewa,town,Hatonokohutee,,,
4623,Tennewa,town,Kemmingwood,,,
4624,Tennewa,town,Whimdale,,,
4625,Tennewa,village,Boro,,,
4626,Tennewa,village,Clayville,,,
4627,Tennewa,town,Mongooseville,,,
4628,Tennewa,town,Archer Clearing,,,
4629,Tennewa,village,Carlosama,,,
4630,Tennewa,village,Gieritz,,,
4631,Tennewa,village,Kapootee,,,
4632,Tennewa,village,Bottom Creek,,,
4633,Tennewa,town,Company,,,
4634,Tennewa,town,Grangemouth,,,
4635,Tennewa,village,Bison Pass,,,
4636,Tennewa,village,Hetko Butte Village,,,
4637,Tennewa,town,Gleason Township,,,
4638,Tennewa,village,Ranger,,,
4639,Tennewa,hamlet,Tarott,,,
4640,Tennewa,hamlet,Nann,,,
4641,Tennewa,hamlet,Bob,,,
4642,Tennewa,hamlet,Dallum,,,
4643,Tennewa,hamlet,Akogama Crossing,,,
4644,Tennewa,hamlet,Overhill,,,
4645,Tennewa,hamlet,Pike,,,
4646,Tennewa,hamlet,Nonnotookee,,,
4647,Tennewa,village,Emerick,,,
4648,Tennewa,village,Mannanatee,,,
4649,Tennewa,village,Banton,,,
4650,Tennewa,village,Question,,,
4651,Tennewa,village,Panhandle Hill,,,
4652,Tennewa,village,Cottage End,,,
4653,Tennewa,village,Green Grass,,,
4654,Tennewa,village,Farmerton,,,
4655,Tennewa,hamlet,Tananoo,,,
4656,Tennewa,village,Boozer Pass,,,
4657,Tennewa,village,Upper Arrow,,,
4658,Tennewa,village,Larsson,,,
4659,Tennewa,village,Coyotte Heights,,,
4660,Tennewa,village,Camachettee,,,
4661,Tennewa,village,Fiddleton,,,
4662,Tennewa,village,Flatridge,,,
4663,Tennewa,village,McMurphy,,,
4664,Tennewa,hamlet,Dickston,,,
4665,Tennewa,hamlet,Washookie,,,
4666,Tennewa,hamlet,Pahiotee,,,
4667,Tennewa,village,Bockton,,,
4668,Tennewa,hamlet,Narrow Creek,,,
4669,Tennewa,village,Steepleton,,,
4670,Tennewa,hamlet,Comanache Gorge,,,
4671,Tennewa,hamlet,Elizabeth,,,
4672,Tennewa,hamlet,Preton,,,
4673,Tennewa,hamlet,Mackleberry Creek,,,
4674,Tennewa,village,Crusader's Junction,,,
4675,Tennewa,hamlet,Peterson,,,
4676,Tennewa,village,Ranger,,,
4677,Tennewa,village,Kamsey,,,
4678,Tennewa,village,Clipperton Hills,,,
4679,Tennewa,town,Chadderton,,,
4680,Tennewa,village,Granite Rapids,,,
4681,Tennewa,town,West Saint Eustace,,,
4682,Tennewa,village,Lennon,,,
4683,Tennewa,village,Grand Rapids,,,
4684,Tennewa,village,Crescent Pine,,,
4685,Tennewa,village,Caloohan,,,
4686,Tennewa,village,Miritian Junction,,,
4687,Tennewa,village,Hopeful,,,
4688,Tennewa,village,Kirkland,,,
4689,Tennewa,village,Poindexter,,,
4690,Tennewa,village,Pahimakee,,,
4691,Tennewa,village,Highland Acres,,,
4692,Tennewa,village,Avalon,,,
4693,Tennewa,village,Hot Spring Town,,,
4694,Tennewa,village,Salmon,,,
4695,Tennewa,village,Hetanevoeo,,,
4696,Tennewa,village,Tarak,,,
4697,Tennewa,village,Bodaway,,,
4698,Tennewa,town,Pectechaw Falls,,,
4699,Tennewa,village,Remiville,,,
4700,Tennewa,village,Abel,,,
4701,Tennewa,village,Richard,,,
4702,Tennewa,village,Taverntown,,,
4703,Tennewa,village,South Devon,,,
4704,Tennewa,village,Blairhall,,,
4705,Tennewa,village,Posee,,,
4706,Tennewa,village,Telluride,,,
4707,Tennewa,village,Hickson,,,
4708,Tennewa,village,Hevula,,,
4709,Tennewa,village,Craig,,,
4710,Tennewa,village,Stanford,,,
4711,Tennewa,village,Curtishead,,,
4712,Tennewa,village,Steve,,,
4713,Tennewa,village,Yalbert,,,
4714,Tennewa,village,Choctawmuskee,,,
4715,Tennewa,village,Teneehoho,,,
4716,Tennewa,village,Chototoo,,,
4717,Tennewa,town,Daffodils,,,
4718,Tennewa,village,Olimo,,,
4719,Tennewa,village,Taffer,,,
4720,Tennewa,town,Oxton,,,
4721,Tennewa,town,Buffalo Springs,,,
4722,Tennewa,town,Thyme,,,
4723,Tennewa,town,Weeping Willow,,,
4724,Tennewa,village,Boot,,,
4725,Tennewa,village,High Horse,,,
4726,Tennewa,village,Rubock,,,
4727,Tennewa,village,Ackerman,,,
4728,Tennewa,village,Lafayatte,,,
4729,Tennewa,village,Darren,,,
4730,Tennewa,village,Fort Constitution,,,
4731,Tennewa,village,Jacobville,,,
4732,Tennewa,village,Madeline,,,
4733,Tennewa,town,Dulac,,,
4734,Tennewa,village,Mehelsa,,,
4735,Tennewa,village,Belmont,,,
4736,Tennewa,village,Ohunkagan,,,
4737,Tennewa,village,Laine,,,
4738,Tennewa,village,Rivador,,,
4739,Tennewa,hamlet,Pohokwi Crossing,,,
4740,Tennewa,hamlet,Rover,,,
4741,Tennewa,hamlet,Clamash Junction,,,
4742,Tennewa,village,Knockaert,,,
4743,Tennewa,village,Kepponka'ih,,,
4744,Tennewa,village,Callahan,,,
4745,Tennewa,hamlet,Apawi,,,
4746,Tennewa,town,Laine,,,
4747,Tennewa,hamlet,Stampedo,,,
4748,Tennewa,hamlet,Cordon,,,
4749,Tennewa,hamlet,Srough,,,
4750,Tennewa,hamlet,Wapa,,,
4751,Tennewa,hamlet,Flowerville,,,
4752,Tennewa,village,Waipetene,,,
4753,Tennewa,village,Saint Louis Junction,,,
4754,Tennewa,village,Demand,,,
4755,Tennewa,hamlet,Fair Valley,,,
4756,Tennewa,hamlet,Cottage,,,
4757,Tennewa,village,Fullerton,,,
4758,Tennewa,hamlet,Cospiracy Theory,,,
4759,Tennewa,hamlet,Middle-of-Nowhere,,,
4760,Tennewa,hamlet,Johnsonsville,,,
4761,Tennewa,hamlet,Welcome,,,
4762,Tennewa,hamlet,Tristan,,,
4763,Tennewa,village,Walleighbourgh,,,
4764,Tennewa,village,Wright Junction,,,
4765,Tennewa,village,Dead Grass,,,
4766,Tennewa,village,Mennowa,,,
4767,Tennewa,village,Point Acres,,,
4768,Tennewa,village,Candelion,,,
4769,Tennewa,village,Shobuff,,,
4770,Tennewa,village,Tingle,,,
4771,Tennewa,village,Ranger,,,
4772,Tennewa,village,Watford,,,
4773,Tennewa,village,Cottage End Acres,,,
4774,Tennewa,village,Saint Simeon,,,
4775,Tennewa,village,Creekside,,,
4776,Tennewa,village,Newseeds,,,
4777,Tennewa,hamlet,Wallea,,,
4778,Tennewa,village,Rosemary,,,
4779,Tennewa,hamlet,Sorton,,,
4780,Tennewa,village,Fillow Crossing,,,
4781,Tennewa,village,Saint Joseph,,,
4782,Tennewa,hamlet,Trinity,,,
4783,Tennewa,village,Pumpkin Acres,,,
4784,Tennewa,village,Pumpkin Bluffs,,,
4785,Tennewa,village,George's Hamlet,,,
4786,Tennewa,hamlet,Solution,,,
4787,Tennewa,town,Marksville,,,
4788,Tennewa,hamlet,Little Huntington,,,
4789,Tennewa,village,Huntington,,,
4790,Tennewa,village,Tepihaka,,,
4791,Tennewa,hamlet,Kimbabonai,,,
4792,Tennewa,hamlet,Nakayah,,,
4793,Tennewa,village,Okaipin,,,
4794,Tennewa,village,Connor,,,
4795,Tennewa,village,Bonus,,,
4796,Tennewa,hamlet,Belwood Crossing,,,
4797,Tennewa,hamlet,Rattory,,,
4798,Tennewa,village,Rogers River,,,
4799,Tennewa,village,Simonsville,,,
4800,Tennewa,hamlet,Getaway,,,
4801,Tennewa,village,Nearville,,,
4802,Tennewa,village,South Park,,,
4803,Tennewa,village,Winston,,,
4804,Tennewa,hamlet,James Creek,,,
4805,Tennewa,village,Babridge,,,
4806,Tennewa,hamlet,Torlundy,,,
4807,Tennewa,village,Watontsippeh,,,
4808,Tennewa,village,Hawkeye Crossing,,,
4809,Tennewa,village,Martinsville,,,
4810,Tennewa,hamlet,Better Stanton,,,
4811,Tennewa,hamlet,Chamannel,,,
4812,Tennewa,hamlet,Lizard Crossing,,,
4813,Tennewa,town,Clifford,,,
4814,Tennewa,village,Shawcross,,,
4815,Tennewa,town,Roseville,,,
4816,Tennewa,town,Snowdance,,,
4817,Tennewa,town,Conifer Park,,,
4818,Tennewa,town,Woodburn,,,
4819,Tennewa,village,Davenport,,,
4820,Tennewa,village,Collidge,,,
4821,Tennewa,village,Darwing,,,
4822,Tennewa,village,Big Tree,,,
4823,Tennewa,village,Coteehee,,,
4824,Tennewa,village,Farseers,,,
4825,Tennewa,village,Great Falls,,,
4826,Tennewa,village,Dark Lodge,,,
4827,Tennewa,village,Woneteehe,,,
4828,Tennewa,village,Burstead,,,
4829,Tennewa,village,Arosaka,,,
4830,Tennewa,village,Coucehee,,,
4831,Tennewa,village,Heathendeen,,,
4832,Tennewa,village,Willard,,,
4833,Tennewa,village,Thompson,,,
4834,Tennewa,village,Big Butte,,,
4835,Tennewa,village,Ryegate,,,
4836,Tennewa,village,Luslandia,,,
4837,Tennewa,village,Luslandia,,,
4838,Tennewa,village,Wacheene,,,
4839,Tennewa,village,Hamilton,,,
4840,Tennewa,village,Cooper's Ankle,,,
4841,Tennewa,hamlet,Samsbrough,,,
4842,Tennewa,hamlet,Frederick Leaves,,,
4843,Tennewa,hamlet,Clayton,,,
4844,Tennewa,hamlet,Tara,,,
4845,Tennewa,village,Naponnesee,,,
4846,Tennewa,village,Samanbush,,,
4847,Tennewa,town,Groennert,,,
4848,Tennewa,town,Nashota Butte,,,
4849,Tennewa,town,Ko'neehee,,,
4850,Tennewa,village,Murokah,,,
4851,Tennewa,village,Pash'teehee,,,
4852,Tennewa,village,Tucker,,,
4853,Tennewa,village,Rivera,,,
4854,Tennewa,village,Watson,,,
4855,Tennewa,town,Keentecha,,,
4856,Tennewa,village,Providore,,,
4857,Tennewa,village,Horse Valley,,,
4858,Tennewa,village,Copperhead,,,
4859,Tennewa,village,Darling's Creek,,,
4860,Tennewa,village,Darmington,,,
4861,Tennewa,village,Balstead,,,
4862,Tennewa,village,Nokoshee,,,
4863,Tennewa,town,Morgan,,,
4864,Tennewa,village,Whitewater,,,
4865,Tennewa,village,Lagbardia,,,
4866,Tennewa,village,Kalimba,,,
4867,Tennewa,village,Goodland,,,
4868,Tennewa,hamlet,Footstep,,,
4869,Tennewa,village,Guttenberg,,,
4870,Tennewa,hamlet,Istha,,,
4871,Tennewa,hamlet,Angel Sky Forest,,,
4872,Tennewa,hamlet,Liadrien,,,
4873,Tennewa,hamlet,Redemption,,,
4874,Tennewa,hamlet,Pooter,,,
4875,Tennewa,hamlet,Alien Landing,,,
4876,Tennewa,hamlet,Telente,,,
4877,Tennewa,hamlet,Saint Patrick,,,
4878,Tennewa,hamlet,Wood,,,
4879,Tennewa,village,Jiemie,,,
4880,Tennewa,village,Moore,,,
4881,Tennewa,village,Thomas,,,
4882,Tennewa,town,Silverwell,,,
4883,Tennewa,hamlet,Limon,,,
4884,Tennewa,hamlet,Kalmish Colony,,,
4885,Tennewa,hamlet,Clint,,,
4886,Tennewa,village,Equator,,,
4887,Tennewa,hamlet,Chara,,,
4888,Tennewa,village,New Gorn,,,
4889,Tennewa,village,Qennes,,,
4890,Tennewa,village,Thompsonville,,,
4891,Tennewa,hamlet,Readington,,,
4892,Tennewa,town,Tominay Lake,,,
4893,Tennewa,village,Wibbon,,,
4894,Tennewa,village,Wertman,,,
4895,Tennewa,village,Neesohuara,,,
4896,Tennewa,village,Geerta Hill,,,
4897,Tennewa,village,Timothy,,,
4898,Tennewa,village,Bojack,,,
4899,Tennewa,village,Horsey,,,
4900,Tennewa,village,Beek Arch,,,
4901,Tennewa,village,Weekend Ranch,,,
4902,Tennewa,village,Hartson,,,
4903,Tennewa,village,Impreida,,,
4904,Tennewa,village,Mount Rushless,,,
4905,Tennewa,village,Chogan Pass,,,
4906,Tennewa,village,Snowpark,,,
4907,Tennewa,village,Aspen,,,
4908,Tennewa,village,Dorset,,,
4909,Tennewa,village,Teepocono,,,
4910,Tennewa,village,Troutville,1716,,
4911,Tennewa,village,Ginseng,,,
4912,Tennewa,village,Kofuku,,,
4913,Tennewa,village,MacQueen,,,
4914,Tennewa,village,Fillmore,,,
4915,Tennewa,village,Hudson,,,
4916,Tennewa,village,Waltmore,,,
4917,Tennewa,village,Stanton,,,
4918,Tennewa,village,Pitsson,,,
4919,Tennewa,town,Alaia,,,
4920,Tennewa,village,Alormen City,,,
4921,Tennewa,village,Demirhan,,,
4922,Tennewa,village,Asperic,,,
4923,Tennewa,village,Layden,,,
4924,Tennewa,village,Corning,,,
4925,Tennewa,village,Glory Hill,,,
4926,Tennewa,village,Red Oak,,,
4927,Tennewa,town,Creston,,,
4928,Tennewa,village,Knockgeal,,,
4929,Tennewa,village,Cheerson,,,
4930,Tennewa,village,Malos,,,
4931,Tennewa,village,Rudson Valley,,,
4932,Tennewa,village,Stiffson,,,
4933,Tennewa,village,Abhanderg,,,
4934,Tennewa,village,Gealton,,,
4935,Tennewa,village,Pucohonee,,,
4936,Tennewa,village,Kintucha,,,
4937,Tennewa,village,Elkhorn,,,
4938,Tennewa,town,Ilsford,,,
4939,Tennewa,village,Kentuwchaa,,,
4940,Tennewa,village,Branched Oak,,,
4941,Tennewa,village,Afirma,,,
4942,Tennewa,town,Onotekeehee,,,
4943,Tennewa,village,Carson,,,
4944,Tennewa,village,Pueblo,,,
4945,Tennewa,village,Gregters,,,
4946,Tennewa,village,Aldoich,,,
4947,Tennewa,village,White Gate,,,
4948,Tennewa,village,Hell's Bench,,,
4949,Tennewa,village,Passionfruit,,,
4950,Tennewa,village,Blossomville,,,
4951,Tennewa,village,Menheeseewaka,,,
4952,Tennewa,village,Parsons,,,
4953,Tennewa,village,Princetown,,,
4954,Tennewa,village,Windy Town,,,
4955,Tennewa,hamlet,Cooheenee,,,
4956,Tennewa,hamlet,Anvilton,,,
4957,Tennewa,town,Mission Junction,,,
4958,Tennewa,village,Robin's Lair,,,
4959,Tennewa,village,Coolridge,,,
4960,Tennewa,hamlet,Pelfter,,,
4961,Tennewa,village,O'Donnell,,,
4962,Tennewa,village,Morgan Creek,,,
4963,Tennewa,village,Woteneehee,,,
4964,Tennewa,village,Woolfort,,,
4965,Tennewa,hamlet,Kogel,,,
4966,Tennewa,hamlet,Thompson,,,
4967,Tennewa,village,New Arta,,,
4968,Tennewa,village,New Rodington,,,
4969,Tennewa,village,Bradson,,,
4970,Tennewa,village,Isabela,,,
4971,Tennewa,village,Wollbert,,,
4972,Tennewa,village,Rancho Palo Verde,,,
4973,Tennewa,village,Cabot Hill,,,
4974,Tennewa,village,Colbert Mine,,,
4975,Tennewa,village,Neeseehoho,,,
4976,Tennewa,hamlet,Red Trout,,,
4977,Tennewa,hamlet,Tallmount,,,
4978,Tennewa,village,Billards,,,
4979,Tennewa,village,High Fern,,,
4980,Tennewa,hamlet,Mammoth Farm,,,
4981,Tennewa,hamlet,May,,,
4982,Tennewa,hamlet,Hammond,,,
4983,Tennewa,village,Clarkson,,,
4984,Tennewa,village,Ekerdam,,,
4985,Tennewa,village,Irvington,,,
4986,Tennewa,hamlet,Cox Plate,,,
4987,Tennewa,village,Toochocho,,,
4988,Tennewa,village,Blessed Creek,,,
4989,Tennewa,town,Temise,,,
4990,Tennewa,town,Clifton,,,
4991,Tennewa,town,Flatiron,,,
4992,Tennewa,town,Gracefield,,,
4993,Tennewa,village,Contemplation,,,
4994,Tennewa,town,Yora,,,
4995,Tennewa,town,Blessmorning,,,
4996,Tennewa,town,Saint Ine,,,
4997,Wychelle,city,Nenova,240000,,
4998,Wychelle,town,Whickiup Glen,,,
4999,Wychelle,village,Balcondra,,,
5000,Wychelle,town,Cedar Bend,,,
5001,Wychelle,village,Rose Pointe Village,,,
5002,Wychelle,hamlet,Webster,,,
5003,Wychelle,hamlet,Almena,,,
5004,Wychelle,hamlet,Crabtree,,,
5005,Wychelle,village,Herndon,,,
5006,Wychelle,town,Broken Bow,,,
5007,Wychelle,town,Pilgrim,2500,,
5008,Wychelle,village,Botanne,,,
5009,Wychelle,town,Fulwood,,,
5010,Wychelle,village,Sharma,,,
5011,Wychelle,village,Addielou,,,
5012,Wychelle,town,Ewecott,,,
5013,Wychelle,town,Hanif,,,
5014,Wychelle,hamlet,George,,,
5015,Wychelle,hamlet,Hackney,,,
5016,Wychelle,hamlet,Ceal Crossing,,,
5017,Wychelle,hamlet,Adie,,,
5018,Wychelle,village,Capaum,,,
5019,Wychelle,village,Westwick,,,
5020,Wychelle,town,Andrade Township,,,
5021,Wychelle,village,Argenta,,,
5022,Wychelle,town,Stellemore,,,
5023,Wychelle,hamlet,Hogeye,,,
5024,Wychelle,hamlet,Riverby,,,
5025,Wychelle,village,Bettiston,,,
5026,Wychelle,town,Dexford Township,,,
5027,Wychelle,town,Rawlinston,,,
5028,Wychelle,town,Broomwood Township,,,
5029,Wychelle,hamlet,Plum,,,
5030,Wychelle,hamlet,Lackland,,,
5031,Wychelle,village,Cottonwood,,,
5032,Wychelle,hamlet,Ripley,,,
5033,Wychelle,town,Garabedian,,,
5034,Wychelle,hamlet,Glendawn,,,
5035,Wychelle,hamlet,Echo,,,
5036,Wychelle,village,Mart,,,
5037,Wychelle,hamlet,Pottsville,,,
5038,Wychelle,hamlet,Lost Prairie,,,
5039,Wychelle,village,Glendawn,,,
5040,Wychelle,town,Kosahee,,,
5041,Wychelle,village,Elkridge Springs,,,
5042,Wychelle,village,Topinder Mountain,,,
5043,Wychelle,village,Shestatho Township,,,
5044,Wychelle,town,Topinder,,,
5045,Wychelle,village,Bijou,,,
5046,Wychelle,village,Noehnome,,,
5047,Wychelle,town,Hospenakho,,,
5048,Wychelle,town,Ludell,,,
5049,Wychelle,hamlet,Four Leaf,,,
5050,Wychelle,village,Red Maple Lake,,,
5051,Wychelle,hamlet,Seven Suns,,,
5052,Wychelle,hamlet,Rotor,,,
5053,Wychelle,hamlet,Barbrick,,,
5054,Wychelle,city,Cheviot,60000,,
5055,Wychelle,town,Goslington,,,
5056,Wychelle,village,Tindale,,,
5057,Wychelle,hamlet,Imhol,,,
5058,Wychelle,city,Geoghan,30000,,
5059,Wychelle,town,Paquin Springs,,,
5060,Wychelle,town,Dolarhyde,,,
5061,Wychelle,village,Sagesse,,,
5062,Wychelle,village,South Kosahee,,,
5063,Wychelle,town,Fort Meldrum,,,
5064,Wychelle,town,Hepwood,,,
5065,Wychelle,town,Washennoe City,2000,,
5066,Wychelle,village,Eubella,,,
5067,Wychelle,village,Rivervalley,1000,,
5068,Wychelle,village,Payton Township,,,
5069,Wychelle,village,Fort Carmichael,,,
5070,Wychelle,town,Farm Island,,,
5071,Wychelle,village,Briartown,,,
5072,Wychelle,village,Edgars Bend,,,
5073,Wychelle,town,Hyacinth,,,
5074,Wychelle,village,Riverflat,,,
5075,Wychelle,village,Gunnery Flat,,,
5076,Wychelle,village,Gracevale,,,
5077,Wychelle,village,Udowne,,,
5078,Wychelle,village,Ruack City,,,
5079,Wychelle,village,Grosvenor,,,
5080,Wychelle,town,Loganport,,,
